,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
18,"Thank God I got over my flu , cause it’s too many ppl dying from it <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TerericaMonea,0,FALSE,FALSE,NA,NA
19,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YoGurl_Lauren,76237,TRUE,FALSE,NA,NA
20,@TheKidQuest I’m sick fool. I got the flu,FALSE,0,TheKidQuest,2/14/2018 3:04,FALSE,9.63298E+17,9.6361E+17,243883936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Em2O9,0,FALSE,FALSE,NA,NA
21,Helping Mom go to the doctor today. She has the flu. https://t.co/O8a2qnOPUX,FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",nortonj6934,0,FALSE,FALSE,NA,NA
22,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",officialkionnah,218,TRUE,FALSE,NA,NA
23,"RT @USATODAY: Heather Holland, a Texas teacher, has died from flu complications after deciding not to take flu medication because of the co…",FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alyssaalver,116,TRUE,FALSE,NA,NA
24,Why are people outside high-risk groups dying from the flu? https://t.co/gLyGkjoq7f,FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://www.kingjim.co.jp/"" rel=""nofollow"">tsodyfurryb8a</a>",tsodyfurryb8a,0,FALSE,FALSE,NA,NA
25,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 3:04,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BeICONicDoe_,76237,TRUE,FALSE,NA,NA
26,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ben_godson99,76237,TRUE,FALSE,NA,NA
27,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",haas_haven,218,TRUE,FALSE,NA,NA
28,"Special UV light safely kills airborne flu virus, finds study",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://www.parco.co.jp/"" rel=""nofollow"">wamegisekizoku</a>",wamegisekizoku,0,FALSE,FALSE,NA,NA
29,And flu.,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",TelonTelon,0,FALSE,FALSE,NA,NA
30,"@rodrigocapelo Quando a imprensa está contra a sua atitude, vc percebe q está no caminho certo. Não serão 100 mil q… https://t.co/BcFqUYPBd5",FALSE,0,rodrigocapelo,2/14/2018 3:03,TRUE,9.63418E+17,9.6361E+17,31493031,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lefogao1989,0,FALSE,FALSE,NA,NA
31,"Teacher contracts both flu strains, now on life support",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://www.meigin.com/"" rel=""nofollow"">kengakurodoku</a>",kengakurodoku,0,FALSE,FALSE,NA,NA
32,RT @Salud_CZ8: Punto fijo de vacunación contra influenza es ubicado en Calle Bolivia y José Mascote #Vacúnate #Distrito09D03 https://t.co/w…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GongoraChong,7,TRUE,FALSE,NA,NA
33,RT @SarahDa15849051: My brave boy Dylan Day died 3 weeks ago from Flu b &amp; sepsis. Dylan suffered ..it was horrific I’v lost my son forever.…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrittneyWagz,1130,TRUE,FALSE,NA,NA
34,"RT @PlumRemson: How many children who died of the flu this year either had a flu shot THIS year, or during the previous year? And why does…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NEOrganics,3,TRUE,FALSE,NA,NA
35,Quero minha camisa do Fla hein kkkkkk — Quero meu vestido do flu ta kkkkk https://t.co/UXXkUJM7Wg,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>",Nicolle_Silva0,0,FALSE,FALSE,NA,NA
36,RT @Luma923: @Plasticdoe @Vbalance03 @chrisvcsefalvay @ThisMomHCN @DrKND @ChrisJohnsonMD @Just4TheCause @itsmepanda1 @Rosewind2007 @Quietly…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Just4TheCause,1,TRUE,FALSE,NA,NA
37,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelsaroo93,76237,TRUE,FALSE,NA,NA
38,@DLWeeks83  please cancel school kids can't be going when the flu and other viruses are this bad take it into your… https://t.co/FYdQvAN4rF,FALSE,0,DLWeeks83,2/14/2018 3:03,TRUE,NA,9.6361E+17,432164388,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",hope_nole,0,FALSE,FALSE,NA,NA
39,RT @Salud_CZ8: Personal del #Distrito09D01 brinda asesoría en Feriado de Carnaval a visitantes de la Playita del Guasmo sobre Campaña de Va…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GongoraChong,3,TRUE,FALSE,NA,NA
40,"RT @EvilAngelVideo: DID YOU KNOW THAT ORGASMS CAN IMPROVE YOUR IMMUNE SYSTEM?

I highly recommend you check out @adrianachechik's latest #E…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",machojg,171,TRUE,FALSE,NA,NA
41,6 Foods to Eat to Help Prevent the Flu https://t.co/fXNxKjPAmz via @goodhealth,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",suefrause,0,FALSE,FALSE,NA,NA
42,Im really hoping my RA didn't give me the flu,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NicoleWysocki,0,FALSE,FALSE,NA,NA
43,"A Special UV Light Could Stop Flu Spreading In Public Spaces, Offices",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://www.arrk.co.jp/"" rel=""nofollow"">banzetsuatabo</a>",banzetsuatabo,0,FALSE,FALSE,NA,NA
44,"RT @stltoday: Armistice Day, influenza and Liberty Bonds: Weatherbirds from 1918 https://t.co/22ftzQQRtj https://t.co/1cr2MSLdWl",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MikePet80634096,1,TRUE,FALSE,NA,NA
45,"@AsshatTrading @IGOSODAMNHAM @InfectionRx @optionsboul They are over produced, the flu is not as big of an epidemic… https://t.co/qu4TDhEh4c",FALSE,0,AsshatTrading,2/14/2018 3:03,TRUE,9.63609E+17,9.6361E+17,3318040819,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Dwyanosaurus,0,FALSE,FALSE,NA,NA
46,"RT @Educacion_Ec: El virus de la influenza viaja a través de la saliva que se expulsa al hablar, toser o estornudar. 
Comparte las sugerenc…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",PluasLeon,169,TRUE,FALSE,NA,NA
47,RT @jillpromoli: The interim numbers are showing the B strain components' performance at 55% effectiveness. Influenza B hits children and s…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MEWH,2,TRUE,FALSE,NA,NA
48,RT @Salud_CZ8: #Distrito09D23 #Samborondón continúa inmunización contra la  Influenza a grupos prioritarios #FeriadoSeguro https://t.co/ezG…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GongoraChong,24,TRUE,FALSE,NA,NA
49,"RT @dangillmor: Parents who refused to vaccinate their child mourn her death, but double down on their belief in the despicable anti-vaccin…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",DrJudyStone,7,TRUE,FALSE,NA,NA
50,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mia_smith599,218,TRUE,FALSE,NA,NA
51,RT @PeterParros: Missed #HAHN Tweeting with you all last week. Had to be with my Dad who was in the hospital. Flu and pneumonia! He’s out a…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LakerFan443224,36,TRUE,FALSE,NA,NA
52,RT @Salud_CZ8: Punto de Vacunación contra la Influenza a grupos prioritarios en #BalnearioPuertoHondo #Distrito09D09 #EtapaInvernal. https:…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JohnnyKleine,16,TRUE,FALSE,NA,NA
53,RT @KSercer: Everyone is basically dead from the flu rn so can they plz close school,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_Lauren_Avery,1,TRUE,FALSE,NA,NA
54,"RT @HSI_Brands: With a few more weeks of #flu season. Help us keep our communities, schools and workplaces safe. Your family, friends and c…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",crabe72,2,TRUE,FALSE,NA,NA
55,flu gang #toocoolforschool <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_graantt,0,FALSE,FALSE,NA,NA
56,@Jeremy03484720 I don’t suck cheese DICK <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> or std dick that’s how you catch it lol you can kiss someone and catch a… https://t.co/BWucqynM2N,FALSE,0,Jeremy03484720,2/14/2018 3:03,TRUE,9.63603E+17,9.6361E+17,8.0322E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Parislove_,0,FALSE,FALSE,NA,NA
57,"I think I have the flu. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
I feel hot &amp; cold &amp; hot &amp; cold
(but always look hot &amp; hot &amp; hot).

Cheer me up, losers. <ed><U+00A0><U+00BE><ed><U+00B4><U+0092>… https://t.co/5yDQdXimkG",FALSE,0,NA,2/14/2018 3:03,TRUE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",svgarbritches,0,FALSE,FALSE,NA,NA
58,"RT @RedneckRevolt: Herd Immunity works for livestock and it works for us.

Can you imagine losing 4,000 people from your town?

Protect our…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GeeNimius,21,TRUE,FALSE,NA,NA
59,"@EliApple13 I'd love to interact with you, but I have the flu, so you probably should stay back LOL",FALSE,0,EliApple13,2/14/2018 3:03,FALSE,9.63609E+17,9.6361E+17,242082068,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FlyoteGirl,0,FALSE,FALSE,NA,NA
60,An average of 100 children die of the flu every year in America. About half of those children… https://t.co/ssux1MFjdx,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",DrRamseyPeds,0,FALSE,FALSE,NA,NA
61,"RT @nasmaraj: y’all remember when america was scared of ebola and only 2 americans died from it? well the flu is currently killing 4,000 am…",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Saammy_Sosaa,40583,TRUE,FALSE,NA,NA
62,Flu is everywhere in America right now. https://t.co/0AfBIoF7aZ  https://t.co/VVfzzxLX35,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",GrapevineReport,0,FALSE,FALSE,NA,NA
63,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gracie__chantel,218,TRUE,FALSE,NA,NA
64,"NyQuil: Severe Cold and Flu <U+2611><U+FE0F>
Humidifier with eucalyptus oil <U+2611><U+FE0F>",FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.6361E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mmmerp_derppp,0,FALSE,FALSE,NA,NA
65,RT @Salud_CZ8: Inmunización contra la Influenza a grupos prioritarios en punto informativo y de vacunación en #BalnearioPuertoHondo #Distri…,FALSE,0,NA,2/14/2018 3:03,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GongoraChong,13,TRUE,FALSE,NA,NA
66,"RT @RonaldKlain: My latest for @washinpost:  fighting the current flu epidemic, and a scary future pandemic.  https://t.co/i23IQUgGk5.   Wi…",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PattySands1,31,TRUE,FALSE,NA,NA
67,"RT @codypoole25: Pray for my son, Oakley. He’s being taken via ambulance and admitted into Children’s Hospital for a bad case of the flu. N…",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dnineUTalum,554,TRUE,FALSE,NA,NA
68,"@JonsCrazyTweets Yeah. Hard time breathing, pain in lower ribs. Not sure if it's a flu or not. Felt less need to sl… https://t.co/A0A21dhHF8",FALSE,0,JonsCrazyTweets,2/14/2018 3:02,TRUE,9.63535E+17,9.63609E+17,391790670,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",puckhogg4,0,FALSE,FALSE,NA,NA
69,just like how inconsiderate do you have to be to not directly inform the person that you are sharing a bedroom with… https://t.co/zoxgmPbDlN,FALSE,0,NA,2/14/2018 3:02,TRUE,NA,9.63609E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",shesbeautyand,0,FALSE,FALSE,NA,NA
70,RT @ccaitlinss: my doctor diagnosed me with the flu earlier so if anybody wants to admit they got a crush on me let me know now cause i don…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",irisromero_,49,TRUE,FALSE,NA,NA
71,RT @thehill: Trump proposes slashing CDC funding by $1 billion during historic flu season https://t.co/7k0WBJRfGG https://t.co/ioYSBDGAXo,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",auntielisa,2255,TRUE,FALSE,NA,NA
72,RT @ManceraMiguelMX: Un millón 235 mil 328 vacunas contra la influenza han sido aplicadas por @S_SaludCDMX como parte de la Campaña de Vacu…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JJ_Olea,56,TRUE,FALSE,NA,NA
73,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14samanthalopez,218,TRUE,FALSE,NA,NA
74,RT @SarahDa15849051: My brave boy Dylan Day died 3 weeks ago from Flu b &amp; sepsis. Dylan suffered ..it was horrific I’v lost my son forever.…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pvrisjake,1130,TRUE,FALSE,NA,NA
75,"RT @caseytduncan: Tips for Fighting the Flu:

1. Use the flu's own strength against itself.

2. Shoot or stab the flu in the head until it…",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",BadKowalski,79,TRUE,FALSE,NA,NA
76,RT @futurism: A new compound takes a radically different approach to fighting off influenza. https://t.co/AwwqEev843,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",umashree19,27,TRUE,FALSE,NA,NA
77,"In Japan, one company says it has developed a treatment that kills the flu in a day. #RT https://t.co/gw3CpdIx0Z",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://reporte.us"" rel=""nofollow"">Report US</a>",Info24US,0,FALSE,FALSE,NA,NA
78,RT @SoReIatable: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance polici…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennaaac_,218,TRUE,FALSE,NA,NA
79,RT @kxyonn: If jobs would pay people to stay home when they’re sick and schools get rid of their ridiculously strict attendance policies...…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",twinny_24,76237,TRUE,FALSE,NA,NA
80,"RT @sweetermama62: @TIME How about this version???  The SPREADING of the flu is killing 4,000 Americn a week.  How about washing your hands…",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9021hoee,244,TRUE,FALSE,NA,NA
81,RT @crvgjana: mano é incrível q em dois jogos da libertadores o vasco nao conseguiu colocar 20 mil em sj e olha que são os jogos mais impor…,FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aamarquesp,5,TRUE,FALSE,NA,NA
82,"RT @isaffc_: Quero ir pro jogo do Flu,mas cadê a porra do meu dinheiro",FALSE,0,NA,2/14/2018 3:02,FALSE,NA,9.63609E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gusta_ffc,1,TRUE,FALSE,NA,NA
